issue,issue_short,viewpoint1,viewpoint2,viewpoint3
Does God have a body?,god_body,"No, God is everywhere and nowhere, big enough to fill the universe but small enough to fit inside your heart.","Yes, God is our loving Heavenly Father, and men and women are created in His image.",
